2021-10-29 10:58:14.090 [main-51] INFO  CeshirenPOCodeSearchPageTest.init - 项目模块{ CeshirenPOCodeSearchPageTest }测试用例开始执行
2021-10-29 10:58:14.108 [main-71] INFO  com.framework.basepage.BaseBrowser.<init> - 开始加载浏览器配置信息
2021-10-29 10:58:14.110 [main-80] INFO  com.framework.basepage.BaseBrowser.<init> - browserName=chrome
2021-10-29 10:58:14.110 [main-81] INFO  com.framework.basepage.BaseBrowser.<init> - terminal=pc
2021-10-29 10:58:14.110 [main-82] INFO  com.framework.basepage.BaseBrowser.<init> - deviceName=desktop
2021-10-29 10:58:14.110 [main-83] INFO  com.framework.basepage.BaseBrowser.<init> - remotePort=4444
2021-10-29 10:58:14.111 [main-84] INFO  com.framework.basepage.BaseBrowser.<init> - remoteIP=
2021-10-29 10:58:14.111 [main-85] INFO  com.framework.basepage.BaseBrowser.<init> - browserVersion=
2021-10-29 10:58:16.082 [main-110] INFO  com.framework.basedriver.BaseDriver.startBrowser - 浏览器：chrome 成功启动！
2021-10-29 10:58:16.083 [main-89] INFO  com.framework.basepage.BaseBrowser.<init> - BBBrowser=ChromeDriver: chrome on MAC (6dd6dd8e79e9e9bcf1620b38aa00592f)
2021-10-29 10:58:16.083 [main-90] INFO  com.framework.basepage.BaseBrowser.<init> - BBBbaseDriver=com.framework.basedriver.BaseDriver@6d511b5f
2021-10-29 10:58:16.083 [main-91] INFO  com.framework.basepage.BaseBrowser.<init> - 加载配置信息结束
2021-10-29 10:58:26.309 [main-126] INFO  CeshirenPOCodeSearchPageTest.startMethod - 当前用例测试执行方法为{ get_first_title }
2021-10-29 10:58:26.311 [main-132] INFO  CeshirenPOCodeSearchPageTest.lambda$null$0 - 第{ 1 }条测试用例开始执行
2021-10-29 10:58:26.416 [main-83] INFO  CeshirenPOCodeSearchPageTest.tearDown - 项目模块{ CeshirenPOCodeSearchPageTest }共执行{ 2 }条用例，测试用例开始统一断言
